,Customer Lifetime Value,Predicted_xgb
5529,3861.486269,3858.9980788366447
446,6277.011679,6165.404509297743
6920,10439.49667,13753.259124533995
8022,9642.214529,10126.666626893133
622,5505.057003,5483.577714538748
4054,11058.22493,10718.723820877593
5956,2430.9590550000007,2400.8390279820896
8350,11389.94398,13671.713648653596
813,5271.982115999999,5311.849362771091
6412,4541.26342,4609.398532403375
7276,2279.696801,2348.5965412179517
8118,6190.316839,6005.55464778141
419,4601.634099,4599.221986510641
4283,26416.254780000007,18090.270904922283
2880,11447.5071,11369.040344210887
4838,20186.34693,11747.947131860077
5334,3410.199334000001,3398.880959288408
3749,8489.843197,9192.574343162503
6408,3011.766294,2997.9815233793224
6822,5253.487908,5813.484393053572
4798,2160.920387,2175.915468282221
23,2450.1909960000007,2289.5919692124367
2759,16922.12519,22406.432164347367
9027,5709.358709,5713.886047965936
3094,4576.759564,4547.633973487984
8180,3520.696547,3692.2887117950922
5824,41787.90343,39850.90431886118
5604,7451.4920200000015,7591.063987817401
7980,2395.968567000001,2431.814948175575
2827,9713.156737,9570.151070549553
5860,7840.165778,7838.912538919461
6799,2688.860687000001,2660.7422655449004
6623,4757.242856,4712.824559867714
8716,2640.488905,2565.870052516428
2059,8471.417470999999,12084.63969948797
6079,5165.571852,5364.06191731733
7897,6864.647514,6880.220175518516
5823,6521.368813,6527.155776288119
8564,6878.008403,6840.088517595735
4479,2628.171324,2770.491891045244
1719,9124.600015,9053.516838819323
3194,9414.119587,12301.613628307898
2207,26576.31541,16727.516229848938
4916,8160.587729000002,14612.839027346417
1714,7744.644444,7494.317278955612
4156,27643.23508,21768.866094181754
3622,5789.352696,5789.34042001448
701,7615.381270999998,10496.833522012575
7985,7372.230729000001,7342.672832536163
521,5780.182197,5784.441233545743
6935,5169.558551,5165.782612727071
2777,19643.54421,9920.322388171206
1561,13197.92893,12880.479866786854
6347,5414.320958,5489.946316125437
5025,4407.9731200000015,4421.094218269642
2527,6102.9535719999985,6058.0679996401705
5589,13248.63735,14262.13060893713
4848,19160.98994,19160.989940000352
6582,5479.555081,5475.417134279964
204,3688.110888,3902.578532559012
1460,6005.214792,6005.314486582635
9070,7506.964816,7920.898857656218
8059,4163.04081,4145.134155247973
3655,7296.535053,8134.351433743431
961,5838.89915,5838.789597631344
4002,8168.714346,8893.795066235865
2779,15122.99194,13735.842461429631
1831,8458.531323000001,8478.265419016505
4325,25805.26839,20793.5290630249
4657,3358.660979,3352.549331576697
8688,2538.62632,2547.7175106550767
3379,4884.15708,4897.788594380434
6980,5365.93282,5346.9309473912435
4901,4089.429492,4088.62878036087
1643,9472.973811,10237.306618307157
4600,3413.62256,3350.877035469429
4288,6172.392406,6151.2640730762805
1511,11880.96623,13455.995778029017
2774,11702.34819,14886.311848505205
4218,8618.295865,9611.24607138239
3659,5329.12883,5322.190273418595
6875,3086.722253,3076.7398027311265
3298,3677.784051,3651.4407417644234
2008,8991.98452,8800.455576615308
5469,5500.576161,5514.0610430612805
4248,9212.613275,9245.90894726698
4035,4733.507343,4650.215434188301
3994,3842.794699,3839.508189730037
4200,2599.968438,2590.897309750879
6304,5626.572446,5613.339483485272
6729,12877.7765,14157.23134712752
8117,5427.174517,5415.840805370313
1358,2202.3352,2195.626766298038
2457,7815.46882,7867.9232020049785
8874,5035.035257000001,4971.7968503486645
3818,15394.8718,15385.523747238954
5466,5452.625449,5488.857348044548
2570,4271.200049,4268.785451250737
5752,3207.468733,3226.065197024645
8282,2849.2524670000007,2856.6126197587346
527,2616.613903,2615.695284526967
7219,8278.716567,8484.148814603364
1497,5841.528134,5693.787903111237
4754,5155.529312,5127.177045269213
4519,3286.171949,3263.3507561842816
6436,6508.759916,6545.525607750203
4397,6582.450781000001,7752.6693161579215
2606,2430.801647,2444.4588271144466
2628,2783.583044,2807.5022551563443
2745,2608.786334,2605.4700648213175
7755,7379.456823,8238.065044362707
1886,3074.105486,3208.190812093106
7717,2370.618948,2368.4084085528443
3764,2810.464447,2810.1560497542414
5364,3914.719645,3911.048083209446
161,4475.424592,4460.827637302898
3580,7200.664876999998,7498.836863492088
7588,11546.17372,13120.346440118688
4245,2413.888405,2403.5184152959396
5028,11572.10339,11685.079646372502
6559,10255.80275,10930.190737247627
3102,5494.87251,5494.517357867304
4241,5365.975978,5392.2373745960085
5042,2893.806196,2894.533432669847
4353,2592.437797,2592.315451005618
3166,5170.450306000002,5144.98894584971
2111,5926.729379,5926.7293790001
5263,9332.494982,10413.903995475623
6797,3873.647046,3873.7129116905535
4172,5608.172012,5553.679468758011
1915,2199.73952,2207.9730341571776
4616,8564.768226,8572.835240191209
8478,5097.318657,5081.24778705848
3846,12981.52926,14884.585583828653
4760,7196.721128,7364.61221447699
1709,13770.97618,14048.488563828032
1389,8646.504109,8647.984484766588
395,7484.310483,7504.618077712002
5599,4772.943848,4776.714491215876
8552,6952.651187,7151.743227736476
5728,7873.708219,8342.501606052485
8469,4751.280948,4745.523054851901
5964,2495.464753,2507.552326833799
3898,8056.898118999998,8943.057673867992
3869,7582.113842,7580.08770214267
6219,2433.214447,2427.2185547130125
8940,12487.58095,13333.4277935672
4106,9118.148093000002,9078.434371040335
822,5272.319663,5338.457381461684
2112,4121.252137,4241.1888258220815
388,3873.647046,3873.6423722827576
5573,5024.029643,4998.115184931143
7340,8188.976576000001,8202.514882821464
8105,5558.31428,5935.008731993728
3962,2949.282616,2930.0775295287035
9085,4146.409412,4119.106451277523
3141,10083.48688,10098.637304192938
7534,2535.2231850000007,2533.7445364925575
4079,8427.172486,8427.17248599994
3021,4282.947971000001,4283.04757765694
8945,10732.50747,10724.644341428419
6186,9752.698201,10903.306804866144
7648,2414.638309,2398.273909084743
7008,7582.113842,7673.743140362988
2023,2877.354255,2882.6006291459194
3081,4274.618943,4278.496826922976
3673,2599.04158,2625.9590873801653
2166,10484.91535,10607.98501632953
8524,3090.13236,3071.086251791712
6397,13295.60284,15099.378717274521
6385,2195.911185,2210.753972853395
7952,4167.994667,4238.6436908800815
6786,12552.64705,11620.771104985428
7006,7028.940001000001,8697.284772821915
3246,7899.217251000001,7885.352415708245
6389,23554.392000000003,20617.881503729543
4458,2336.177331,2327.4446714903343
3098,2242.244448,2286.5124236261754
3785,2167.330201,2162.1213696256277
242,4605.265164,4622.788094565487
8377,4589.940596,4617.764445644468
1875,4872.774396,4869.138659456012
8829,2409.003095,2381.775839646846
6823,12036.62051,12620.684279476518
2065,2502.637401,2468.1795630896777
5486,2837.109178,2835.514220313658
1653,2447.053134,2448.660344908013
230,5504.139033,5502.014566473974
3407,21592.10096,24572.554497739162
6087,6227.365252000001,6356.816184934158
7484,5706.955563,5717.0099028117165
8440,7481.825592,7488.10148051241
6987,5505.167392,5484.7947538346625
7892,16109.753530000002,14419.714821063963
753,2722.210707,2722.2695601602163
5546,19253.03441,20644.771915303638
3067,19185.0725,19214.368964959463
611,8000.545061,8004.201814813962
1891,23228.23674,20435.929751284748
5243,12244.9049,13912.518023562168
897,2667.270014,2660.437333390758
371,8036.45034,7971.601354575195
3103,5060.303189,5024.286567452163
2836,11003.54385,12598.229900701854
3784,8196.077584,8190.528814506043
8520,5207.680496,5211.451350218918
7536,6731.050334999999,7827.1629408222325
2707,8414.942855,8395.485129715085
9079,5714.562292000001,5663.88417862208
6070,3829.278604,3775.6437710307314
1756,4928.397077000001,4908.79307830995
7608,4744.967459,4870.628294025181
319,2725.356404,2725.76264380383
7694,4520.3393270000015,4440.222082062905
283,2576.513006,2600.87477822253
6854,13561.4335,15741.925866670852
5080,4783.917752,4787.335986589233
404,29091.239360000003,32332.893722172677
1532,22056.00496,18506.87407686893
8628,9591.028253,9439.894458452178
3341,7381.914168000001,7433.644366606293
5701,4726.869327,4726.553807607452
988,2584.203924,2572.8433388920475
790,2860.111745,2866.900855335769
4216,7305.936433,7279.479896838847
6677,8126.766397,8128.457359128845
6336,5046.892442,5041.142202671352
6616,13438.04189,17023.380309986704
2075,4943.386117,4941.018748118064
5500,4967.044247999998,5055.0841668955945
1820,21034.01815,15836.695095280777
8721,4772.943848,4777.5473527400045
67,11638.66926,13616.12122094087
1518,6947.838781,6891.877723738082
3411,9048.983447,9049.275824310476
1385,2646.573754,2649.457129753228
1311,7778.005623,8213.771115674324
214,2912.8920350000008,2935.011802660894
4930,43217.21611,41549.79044678012
662,2886.451602,2889.7254115330124
7571,5143.878519,5172.502829991175
1852,5799.826802000001,5801.671718470387
4502,2300.691547,2301.2350090429068
4422,2810.464447,2810.3653631718184
115,7290.069769,7359.293206158893
7366,17776.822669999998,17793.814412740958
4855,8688.754812000001,8717.099584334417
6084,7398.873941,7344.782030919055
5878,12655.52878,12527.870489535007
1111,5239.890913,5304.227421081731
8537,8264.747862999999,8250.897145223656
596,2908.8759170000008,2899.5402340597684
417,5110.680779,5164.641065954018
8035,3245.479985,3249.077236274236
8705,4929.549699,4927.409168440084
2010,5126.038871,5105.188639533731
3826,7550.867469,9073.596438224771
4404,2753.780996,2738.5473374259177
7042,3816.408655,3816.7678910554278
8158,7807.216137,7826.882775053383
497,2523.171245,2503.7116264267825
4692,6126.568309,6088.346946618608
6552,20096.89337,19981.083061437603
2200,6185.337641,6239.062268826022
8458,4651.28429,4628.151428474281
4682,13061.51639,12900.273600523911
4560,3135.405606,3140.382772119917
696,5152.819636,5042.493398171116
4224,5365.54161,5376.476244349851
7168,6553.943457,7488.98567608004
4263,14206.98091,13098.896850446918
517,4443.7362090000015,4452.112372997743
3502,2496.167004,2503.534812065815
6317,2577.319607,2576.3071079681254
3646,6645.928117,6711.7494027627445
7830,5715.312991,5694.703759657389
8902,30647.63125,23952.639565469897
5571,6237.507291,6354.922820946725
8762,2228.525238,2232.29818443555
8230,16224.54182,17443.174285086632
4227,8879.790017,8879.228989578249
2003,13579.29911,13498.890728660912
5678,5638.262608,5654.676911832364
4501,2462.859762,2478.5263638168694
7136,15483.52986,15495.28722071964
1501,5181.620895,5181.868095022379
8950,4319.145955,4254.988737639928
470,2537.813878,2542.0506381628265
2710,9022.08313,8912.776150011774
8119,4523.752381,4508.425913959273
7914,4643.413135,4608.140250840924
1702,5764.784159000002,5736.068004162081
914,31162.6933,24652.78555740876
7230,17367.52612,18393.125019512154
740,17857.97233,14326.272440858582
1570,4293.009593,4298.496681392943
3370,2435.619979,2416.901726527566
4803,41143.09011000001,30926.83113896394
70,22643.83478,23202.38890507964
2603,4529.112791,4590.277673585139
3518,6647.846187,8017.40668396534
274,4821.418454,4863.3489835508935
415,3726.727996,3758.075273745056
8583,3329.887725,3340.9957677651137
4976,4462.997006000001,4462.9075502964215
4500,8937.118615000001,9029.913737127623
7106,4250.282624,4249.280922443535
2544,2540.551456,2527.0870098112496
812,3278.53188,3256.080112713623
7275,15860.03591,16459.647568415203
6378,3436.448003,3432.546517235845
3036,9934.865795,9907.281796716761
7189,9294.54951,10345.209979784106
4979,6861.278936,8270.874511906195
1282,10388.986,11863.609222166537
398,13770.97618,14304.55330957385
5976,6269.136365,6143.497315958515
8104,4458.113369,4464.254513657603
6947,13448.80973,15064.51100743893
296,12941.89193,15167.820511835804
8254,3305.129877,3339.221005286495
6877,20266.49877,19010.776347069062
7795,10592.58753,10698.868205170736
529,2725.356404,2725.577427390672
2621,10127.77087,10150.308594200047
9061,7634.855287,7525.207757908352
284,8346.983232999999,8415.768639574075
8693,2648.350463,2640.6046295662763
272,4115.577437,4099.22573126418
1991,5185.797582,5174.700501828713
340,8024.899920000002,8075.299114898889
3959,3342.177957,3359.1343569102023
991,21531.33284,17530.53571984607
4431,3164.378577,3171.506701721888
5732,11093.71591,11851.167153280458
7730,4236.814353,4277.575111868969
6674,2750.540853,2752.7607167724
960,15467.78904,16733.444771137143
1966,2921.681366,2900.319632361499
4383,4462.445111,4480.04258683993
2178,4386.277558,4399.104720374067
6010,16468.22079,16561.61006485426
6220,9156.322563,9218.283222120242
3508,4475.05212,4482.998070596856
1355,3530.007745000001,3623.113535944218
8095,8099.466122,8073.152081078015
3769,19088.34203,14533.802402582816
6788,4935.642812,4910.543884600055
4973,8476.806559999999,8516.835435116604
482,5380.898636,5380.414332202033
2352,8012.917253,8026.679887070522
1942,4297.189057,4297.371966549656
8153,2791.880258,2795.9128661950294
8891,4118.588554,4116.89244289795
3231,5038.979968,5025.352473159473
3617,6104.501453,6051.9617724485215
2497,3911.118202,3883.0067860409135
7087,2857.11061,2836.2401332962245
6530,6920.999642,6896.371607900046
3944,22103.5072,21752.330037487704
924,4880.339614,4862.786059151603
265,4812.525221,4739.950950859253
6742,7755.209718999998,7766.249227214284
442,9492.342964,9622.623492988774
4113,2718.375247,2711.786365137025
4298,42462.96794,41432.26939372856
933,5441.42013,5421.991698045826
1597,7027.759594,7071.231211407999
2105,4216.195220000001,4158.088095557931
8646,12723.15311,11802.09020043724
4735,8197.712164,8288.618302124136
518,7984.086473,9282.925718620883
8603,9115.57169,9095.880577498678
1182,12208.12004,14682.684783508113
1606,7255.953792,7212.781067590933
5075,7440.92353,7864.578094249883
8427,8310.704732,8309.829372290007
5877,2128.621329,2108.5150181686236
2017,7283.934392,7316.458276626479
8817,4050.280057,4029.3235316758937
5204,3372.420457,3364.14504065201
6052,2618.80573,2617.884284090697
1930,19357.37201,14354.264015227578
5124,6035.086336,6009.845263147415
7720,14641.51818,16453.117753220497
2551,9928.874825,9888.689253307411
5308,2619.478929,2602.4284134770014
3517,4386.277558,4395.850205623138
5106,27287.50099,22081.34723589469
6208,23536.74767,25640.600816055194
5413,6383.482152000001,6356.286572331015
2195,14727.50526,13155.771367839721
8988,4298.664542,4289.4998888368145
4677,13083.48622,14955.59100928869
7565,22658.53652,22185.131756512812
5039,3554.845264,3552.3988079111145
8824,4222.977602,4328.551805022963
4974,10110.76997,11578.28097968287
2241,2514.59196,2515.916787115129
1252,4802.477033,4805.55261237983
2353,8300.707690000001,8342.871159235776
432,4362.931238,4363.5215151351495
4011,4236.84292,4276.734594776584
8111,8409.067687,8414.293043040725
8658,12206.89208,12878.548868059357
8814,7370.6168400000015,8200.321640997277
8809,31316.61358,26682.16208673207
2357,2867.312197,2867.312196999946
2193,5345.9946439999985,5376.385372333788
1649,15785.29692,15657.880094535463
5965,2498.35063,2494.5450057913686
999,3971.345097,3990.5437788900904
4093,4770.550911,4767.581600146614
4434,2886.451602,2886.315653551063
5105,4628.280887,4544.033604952877
7722,10620.49148,11108.548076693123
2958,9320.090224,11026.301913665062
1271,6361.954003,6331.117627634767
4201,8819.018934,8819.465846576295
3414,3539.97159,3526.1056881565673
5872,24278.10167,20300.95180632204
1369,7739.550403,7659.635801972053
3512,2300.691547,2300.314434153852
1087,5479.555081,5476.63243243985
4525,3337.59441,3326.043881437694
494,5887.182043,5886.089347484086
5997,5568.947534,5552.209211895863
457,10937.1785,10818.176310939505
7082,4967.544169,4959.81034873789
805,2227.072755,2228.1283614992326
418,7126.596501000001,7015.96252144932
20,2872.051273,2893.130492407278
2194,4774.747415,4833.604544655163
3467,9701.027271,11871.132612964808
5342,4095.201692,4091.0717342127036
36,13891.735669999998,14685.632720924688
2404,5719.785738000001,5694.02006624026
5052,5780.182197,5780.935713696937
1827,6826.7977409999985,8003.066496049735
5727,4362.931238,4362.9282361396545
8092,2776.842204,2796.842719546309
3657,7627.026893000001,9414.266997879242
1529,5674.3834240000015,6607.735804407338
5246,20380.06652,16083.347904846743
6258,17019.0061,15260.988293091936
6492,2448.859093,2425.559604756301
2076,6516.214888,6493.545074297763
3505,7462.9262629999985,7462.931786809885
4153,5255.576016,5300.783948669926
2117,5132.684537,5068.1442850993435
7666,19259.84494,22535.968367849746
3524,3903.802262,3930.070380596901
1051,8534.792754,8553.05290827917
1205,7200.664876999998,7275.185705719817
4019,7873.567332,8184.438748900743
6122,3399.125502000001,3401.791642726387
1706,9429.629367,9378.238414244428
7858,7452.543017,7666.039459815871
5552,10883.78785,10815.323649655986
3304,2728.03759,2718.9552729245092
843,8434.464067,8821.861915929963
3020,2414.072446,2433.65796115385
4746,2893.739608,2908.7799408328065
2033,13596.19972,12904.909222519034
7593,7540.584824,8198.039928138202
5808,7960.007541,7980.024156533478
3282,4974.801539,4976.585106085847
3117,4064.182317,4033.7601263445504
4856,13736.1325,13730.645691651953
6127,7915.980712,7888.735646326774
5051,11726.18921,14132.135760926416
5672,3722.368016,3716.5689093227006
7963,2908.020838,2907.6167520486465
584,9048.983447,9049.249378598412
7849,25030.89457,22408.187701928502
1710,2742.844251,2750.2763359794385
9032,4325.491222,4318.0745374492635
3864,5476.527832,5461.899848657599
8189,6274.447705,6211.991992635768
1614,4633.101259,4728.85972418718
50,36707.42639,27691.223427167253
2871,2602.24525,2615.155277565536
6901,2510.633216,2446.23341767279
6020,2640.316068,2638.25986150294
5193,2589.695091,2586.4885553212725
4933,6366.225775,6366.408253409959
7164,3482.038245,3471.5664145622577
3345,4726.963307,4723.830440219231
8853,16320.76716,16759.659132936555
5323,5626.5304350000015,5614.040051801088
1020,4145.711862,4166.545102556809
4791,6382.047596,6326.983396545653
5141,7908.669486,7872.8010658695985
9043,5386.512585,5392.382818448795
5244,7121.080412,7107.501629316706
2487,4185.7572420000015,4312.678972643647
5908,8564.768226,8566.255963874673
6731,7540.911473999998,7549.125126627696
2596,4250.282624,4259.347042742511
5260,9259.715798,9233.749448833645
8227,15114.40241,15095.89396779272
925,9051.905275,9029.519656648257
1290,12350.05824,13513.418122105819
7850,3102.998522,3099.834041298235
2116,31934.62164,31366.61181028728
2783,2609.533154,2618.869576506788
5607,8023.075248,7999.516222542583
2381,3731.504584,3730.531218483872
1128,13681.71178,15493.940391460452
7553,4822.436037,4827.920665804946
6504,5032.386371000001,5000.269933124007
6180,3527.398513,3566.341826559178
6247,2554.0339280000007,2535.1228855802738
7200,2129.063055,2173.1850138977147
3904,2840.899849,2801.6970212445117
2378,4912.025292,4841.71402054844
2456,9406.381948,9389.77288466247
6919,4766.940473,4708.341231516637
5213,8099.838433,8112.347462717362
358,5272.191556000002,5259.925804533771
7098,14413.37774,13833.623890572479
807,3184.355246,3195.0416343426728
4321,4280.7470079999985,4316.961037433844
6161,7034.345804000001,7558.018242625019
406,4731.366975,4747.490968240343
2963,8262.879764,9489.345645364712
3455,6054.4883869999985,5956.804675689924
7313,13024.13012,13471.124364744686
7924,2993.117683,3010.483540460207
7197,9264.32766,9277.269527010158
1696,8272.485353,9815.30764172543
2205,2539.990699,2530.0712301023377
4294,8679.838135,8662.401815616568
2107,2917.539465,2918.814500088652
3679,6411.1173119999985,6283.58909779179
1347,3482.687007,3472.361763092285
668,9095.744565,9137.447152888742
2356,8071.334962000001,8068.735321388655
3758,2972.459706,2971.638741751706
8129,10209.9339,10212.427780121247
3405,5293.717318,5252.4289338237595
3825,15266.48446,16464.633754590563
6776,4845.0029479999985,4833.559897437117
2739,4918.916267000001,4928.0892297097325
5225,13786.70272,10995.685824248152
4004,6699.278956,6787.082049630876
3965,8849.689719,9989.061703209714
7086,2860.747385,2874.559411723322
1261,16477.76843,13700.223138629999
2064,3479.137523,3567.4548125788947
1016,21569.33731,20133.600673778914
5226,7706.032636,7655.358769823506
1392,29412.2893,26700.04278041699
1446,2507.407815,2504.8645138717516
1948,2754.45676,2762.625403206375
3718,15695.53941,12612.445697241714
599,5090.781344,5065.957602547425
6996,17738.2012,20435.075834766976
1332,2593.398672,2551.24657652053
376,3832.118106,3779.8108099833594
6406,15002.60308,14082.034187120516
1330,35062.64795,28013.651356557373
8964,26232.85024,22728.120099169133
3299,6104.849081,6115.958733945856
3330,2953.617963,2932.4553189604962
6900,7427.501786,7451.278362429777
7647,3985.547406,3980.582021133579
6850,7223.689647,7216.1850875608025
4726,4984.618654999998,4983.626706379537
3770,9156.272726,9235.51784278417
6434,5297.673655,5295.652449300169
8034,8571.480718,8560.838297705333
3689,5657.806998,5678.881064954571
1299,3567.503755,3570.802244030384
6592,4250.282624,4247.273015786582
8928,5267.760257,5270.665090279856
8694,20936.33105,22644.464775181736
9033,4665.2450469999985,4648.0398682294535
1117,6187.345744,6162.041284671899
1489,8510.525936,8435.351367403498
8488,7950.178237,8190.458561167521
8274,8085.448545,9117.45737607434
2573,2709.539796,2712.949588689746
8961,4005.720666,4023.3479461014495
1027,5511.491102,5541.025669247384
463,8042.8037840000015,8021.339803092656
6703,5257.241485000001,5264.505501619302
866,3323.092454,3327.411698303947
3059,5577.942343,5576.5506463414
8735,4773.656279,4791.333543853676
6199,2569.692441,2567.899005693054
2919,7285.030983,7486.423826370207
6440,15262.95878,16404.12979867102
1642,5801.128252,5766.708973198008
6618,2357.801509,2368.446203666203
2214,3975.321516,3960.6717840168776
317,3903.4747840000014,3903.4856587727513
1483,4305.793209,4296.71477038038
7712,2710.149379,2708.437942261315
5113,7553.225006999999,9124.197150834665
8553,7465.980556,7533.296941754174
8109,5638.046345000002,5612.515542420189
4820,11158.12643,11367.663747296017
8971,8418.573784,8438.43770691346
1126,6770.306834,6756.803374711668
5074,9295.41115,9393.092331145162
4130,6521.368813,6520.934747539226
3086,6974.922464,6958.725492192229
7129,10546.65545,12814.57841442967
5780,4514.2474729999985,4530.738750057113
2758,6981.081694,6990.824143336021
1255,8382.478392,8405.931637000678
7922,4872.5773020000015,4852.261096203293
8840,3435.649178,3447.0868162636025
3813,2469.56901,2467.138668308541
8976,5556.282281,5520.265332223187
3847,2744.172816,2713.8897224672824
652,6846.150323000002,6850.999320363263
7650,16589.712369999994,20108.70886287751
130,4305.808345,4278.189043269215
4668,4117.37239,4131.206590242607
3918,17557.54051,18478.547501259025
9104,2615.13922,2623.4100309877626
3085,7344.8362769999985,7295.903182053963
5715,4903.810606,4911.456575817544
2988,2968.0775710000007,2967.438111059492
2364,21914.40548,25377.073581969584
1925,6652.474492,6642.192850869775
2249,6870.607058,7052.8870855547075
3271,5195.824739,5242.327238673683
7120,3847.352801,3811.956358283404
5497,9087.586819,10320.377023179337
465,18073.93999,16480.560495694564
9042,2499.469914,2490.725883973237
736,8838.085637,8847.731423859683
640,2695.963857,2705.273722848649
5379,2561.576924,2545.8379500352203
7591,8563.968057,8593.363106663981
6099,2871.145075,2884.677383802821
6272,5316.606293,5280.273808960663
7283,67907.2705,46677.21977073203
1281,8620.997439,8592.653685007126
3806,14510.7505,14415.234802844318
1525,2903.024168,2925.590461038471
7428,3954.344534,3952.6272067976956
1034,4525.276524,4520.313308728615
7407,15777.887019999998,14431.91834790123
5378,5392.440611,5403.7291208412
2563,5244.40475,5188.78880464872
2690,6886.324494,6876.859100472372
8550,2415.83485,2403.446122716781
6066,12564.06775,10771.080126598286
1291,8161.576876,8146.515949156006
53,4854.745666,4933.314527528422
3948,3139.169353,3125.8604938634644
2179,6446.918637,6408.6339112665955
6467,6305.925101,7735.12291207435
379,3096.511217,3096.754038578117
6979,4892.628631000001,4851.229871195354
449,4502.679656,4528.52624206759
229,4960.965384,4948.778111137855
2674,3196.578455,3202.079677871134
1035,6701.770088,6634.323649489946
8917,3540.206231,3526.4566745080247
3872,9435.540893,9328.031071068912
3440,6768.9970269999985,6734.349292550093
1900,2733.431887,2711.946029679195
4326,17497.52201,15999.146209624012
6100,4799.621411,4812.869375585748
8226,4606.26977,4701.764808939776
4732,19190.31894,14615.16075142207
6517,5325.724541,5321.329670327628
3743,4219.02412,4252.208985497156
